"target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSG00000156313","RPGR",15,51.669843440045,1.08081893759753e-17,1.03886351156533e-14
"ENSG00000176124","DLEU1",26,68.5346231648341,1.15877804235417e-17,1.08103766839506e-14
"ENSG00000186409","CCDC30",32,95.4659491734465,2.50813670620234e-17,2.27301680525806e-14
"ENSG00000115525","ST3GAL5",20,62.6894276679652,3.90495138908757e-17,3.34759873271537e-14
"ENSG00000152061","RABGAP1L",19,80.6854404808754,3.82486586087532e-17,3.34759873271537e-14
"ENSG00000148357","HMCN2",4,17.9180117877615,5.29693404214098e-17,4.42140660217552e-14
"ENSG00000198947","DMD",26,81.4897589882899,7.40396805519045e-17,6.02170417288682e-14
"ENSG00000149582","TMEM25",16,59.2664523848135,8.19438284157414e-17,6.49794073379726e-14
"ENSG00000079308","TNS1",19,85.3692656826969,1.2022101852574e-16,9.30070850394622e-14
"ENSG00000177426","TGIF1",18,80.3183648143833,1.27966788050208e-16,9.66423464324892e-14
"ENSG00000155761","SPAG17",7,17.891286489088,1.41164184996137e-16,1.04129925206801e-13
"ENSG00000039523","RIPOR1",19,73.0788681298451,1.52599663679356e-16,1.10007016641943e-13
"ENSG00000174776","WDR49",6,20.2119670737137,2.58831906012357e-16,1.8244198281791e-13
"ENSG00000114796","KLHL24",15,77.7507770102989,3.15841228549762e-16,2.13152509114253e-13
"ENSG00000150967","ABCB9",19,80.0411903474055,3.14602221789384e-16,2.13152509114253e-13
"ENSG00000164733","CTSB",52,239.496069658073,3.95434610805959e-16,2.61308133753213e-13
"ENSG00000114867","EIF4G1",33,193.871974606172,4.32086258119524e-16,2.79700898393739e-13
"ENSG00000184007","PTP4A2",18,83.0560235510858,5.7666760915684e-16,3.65826397896916e-13
"ENSG00000115652","UXS1",13,55.3662438498324,7.35778826210355e-16,4.57611148795416e-13
"ENSG00000122417","ODF2L",20,81.8478606871248,8.12982466265181e-16,4.95903670143563e-13
"ENSG00000160200","CBS",15,66.9838981430693,8.89295740748181e-16,5.32146046876416e-13
"ENSG00000107201","DDX58",9,43.5940192437178,9.0595184373172e-16,5.32146046876416e-13
"ENSG00000114126","TFDP2",20,79.7474193953678,1.08292040802929e-15,6.24530044041476e-13
"ENSG00000233008","LINC01725",6,20.1538674483644,1.27484927727737e-15,7.22088289749303e-13
"ENSG00000072110","ACTN1",36,179.946724920355,2.52558431083993e-15,1.4054212062374e-12
